meta,protein,target,source
CIDs00000311,511145.b3871,False,pmidb_ecoil
CIDs00000311,511145.b3877,False,pmidb_ecoil
CIDs00000311,511145.b3881,False,pmidb_ecoil
CIDs00000311,511145.b3884,False,pmidb_ecoil
CIDs00000311,511145.b3885,False,pmidb_ecoil
CIDs00000311,511145.b3887,False,pmidb_ecoil
CIDs00000311,511145.b3888,True,pmidb_ecoil
CIDs00000311,511145.b3891,False,pmidb_ecoil
CIDs00000311,511145.b3895,False,pmidb_ecoil
CIDs00000311,511145.b3906,False,pmidb_ecoil
CIDs00000311,511145.b3907,0,piazza
CIDs00000311,511145.b3908,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3910,False,pmidb_ecoil
CIDs00000311,511145.b3912,False,pmidb_ecoil
CIDs00000311,511145.b3916,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3917,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3919,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3922,False,pmidb_ecoil
CIDs00000311,511145.b3923,False,pmidb_ecoil
CIDs00000311,511145.b3924,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3925,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3926,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3928,False,pmidb_ecoil
CIDs00000311,511145.b3929,False,pmidb_ecoil
CIDs00000311,511145.b3931,False,pmidb_ecoil
CIDs00000311,511145.b3932,False,pmidb_ecoil
CIDs00000311,511145.b3933,False,pmidb_ecoil
CIDs00000311,511145.b3934,False,pmidb_ecoil
CIDs00000311,511145.b3935,False,pmidb_ecoil
CIDs00000311,511145.b3936,True,pmidb_ecoil
CIDs00000311,511145.b3938,False,pmidb_ecoil
CIDs00000311,511145.b3939,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3940,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3941,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3942,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3945,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3946,0,piazza
CIDs00000311,511145.b3951,0,piazza
CIDs00000311,511145.b3955,False,pmidb_ecoil
CIDs00000311,511145.b3956,True,piazza;pmidb_ecoil
CIDs00000311,511145.b3957,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3958,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3959,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3960,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3961,True,pmidb_ecoil
CIDs00000311,511145.b3962,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3965,False,pmidb_ecoil
CIDs00000311,511145.b3967,True,piazza;pmidb_ecoil
CIDs00000311,511145.b3972,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3973,False,pmidb_ecoil
CIDs00000311,511145.b3974,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3982,False,pmidb_ecoil
CIDs00000311,511145.b3983,True,pmidb_ecoil
CIDs00000311,511145.b3984,True,pmidb_ecoil
CIDs00000311,511145.b3985,True,pmidb_ecoil
CIDs00000311,511145.b3986,True,pmidb_ecoil
CIDs00000311,511145.b3987,False,pmidb_ecoil
CIDs00000311,511145.b3988,False,pmidb_ecoil
CIDs00000311,511145.b3993,0,piazza
CIDs00000311,511145.b3994,0,piazza
CIDs00000311,511145.b3995,False,pmidb_ecoil
CIDs00000311,511145.b3996,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3997,False,piazza;pmidb_ecoil
CIDs00000311,511145.b3998,False,pmidb_ecoil
CIDs00000311,511145.b3999,False,pmidb_ecoil
CIDs00000311,511145.b4000,False,pmidb_ecoil
CIDs00000311,511145.b4005,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4006,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4013,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4014,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4015,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4017,False,pmidb_ecoil
CIDs00000311,511145.b4018,False,pmidb_ecoil
CIDs00000311,511145.b4019,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4021,False,pmidb_ecoil
CIDs00000311,511145.b4022,False,pmidb_ecoil
CIDs00000311,511145.b4023,False,pmidb_ecoil
CIDs00000311,511145.b4024,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4025,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4031,0,piazza
CIDs00000311,511145.b4034,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4035,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4037,True,pmidb_ecoil
CIDs00000311,511145.b4039,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4041,0,piazza
CIDs00000311,511145.b4043,False,pmidb_ecoil
CIDs00000311,511145.b4045,False,pmidb_ecoil
CIDs00000311,511145.b4046,False,pmidb_ecoil
CIDs00000311,511145.b4049,False,pmidb_ecoil
CIDs00000311,511145.b4051,False,pmidb_ecoil
CIDs00000311,511145.b4052,False,pmidb_ecoil
CIDs00000311,511145.b4053,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4054,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4055,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4057,False,pmidb_ecoil
CIDs00000311,511145.b4058,False,pmidb_ecoil
CIDs00000311,511145.b4059,False,pmidb_ecoil
CIDs00000311,511145.b4067,0,piazza
CIDs00000311,511145.b4069,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4072,0,piazza
CIDs00000311,511145.b4079,0,piazza
CIDs00000311,511145.b4085,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4086,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4087,0,piazza
CIDs00000311,511145.b4088,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4089,False,pmidb_ecoil
CIDs00000311,511145.b4090,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4093,False,pmidb_ecoil
CIDs00000311,511145.b4096,False,pmidb_ecoil
CIDs00000311,511145.b4107,False,pmidb_ecoil
CIDs00000311,511145.b4108,False,pmidb_ecoil
CIDs00000311,511145.b4109,False,pmidb_ecoil
CIDs00000311,511145.b4111,0,piazza
CIDs00000311,511145.b4115,0,piazza
CIDs00000311,511145.b4119,0,piazza
CIDs00000311,511145.b4122,0,piazza
CIDs00000311,511145.b4127,False,pmidb_ecoil
CIDs00000311,511145.b4129,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4132,0,piazza
CIDs00000311,511145.b4135,False,pmidb_ecoil
CIDs00000311,511145.b4136,0,piazza
CIDs00000311,511145.b4137,False,pmidb_ecoil
CIDs00000311,511145.b4139,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4142,True,pmidb_ecoil
CIDs00000311,511145.b4143,True,pmidb_ecoil
CIDs00000311,511145.b4146,False,pmidb_ecoil
CIDs00000311,511145.b4147,False,pmidb_ecoil
CIDs00000311,511145.b4148,False,pmidb_ecoil
CIDs00000311,511145.b4150,False,pmidb_ecoil
CIDs00000311,511145.b4151,0,piazza
CIDs00000311,511145.b4153,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4154,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4160,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4161,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4162,False,pmidb_ecoil
CIDs00000311,511145.b4167,False,pmidb_ecoil
CIDs00000311,511145.b4168,False,pmidb_ecoil
CIDs00000311,511145.b4169,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4170,False,pmidb_ecoil
CIDs00000311,511145.b4171,False,pmidb_ecoil
CIDs00000311,511145.b4172,False,pmidb_ecoil
CIDs00000311,511145.b4173,True,pmidb_ecoil
CIDs00000311,511145.b4177,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4178,False,pmidb_ecoil
CIDs00000311,511145.b4179,False,pmidb_ecoil
CIDs00000311,511145.b4180,False,pmidb_ecoil
CIDs00000311,511145.b4182,False,pmidb_ecoil
CIDs00000311,511145.b4187,False,pmidb_ecoil
CIDs00000311,511145.b4190,False,pmidb_ecoil
CIDs00000311,511145.b4196,0,piazza
CIDs00000311,511145.b4200,True,pmidb_ecoil
CIDs00000311,511145.b4201,False,pmidb_ecoil
CIDs00000311,511145.b4202,True,pmidb_ecoil
CIDs00000311,511145.b4203,True,pmidb_ecoil
CIDs00000311,511145.b4207,False,pmidb_ecoil
CIDs00000311,511145.b4209,0,piazza
CIDs00000311,511145.b4211,False,pmidb_ecoil
CIDs00000311,511145.b4213,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4214,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4218,False,pmidb_ecoil
CIDs00000311,511145.b4219,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4220,False,pmidb_ecoil
CIDs00000311,511145.b4222,False,pmidb_ecoil
CIDs00000311,511145.b4226,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4227,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4230,0,piazza
CIDs00000311,511145.b4232,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4233,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4234,False,pmidb_ecoil
CIDs00000311,511145.b4235,False,pmidb_ecoil
CIDs00000311,511145.b4237,0,piazza
CIDs00000311,511145.b4238,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4239,0,piazza
CIDs00000311,511145.b4240,0,piazza
CIDs00000311,511145.b4241,False,pmidb_ecoil
CIDs00000311,511145.b4242,0,piazza
CIDs00000311,511145.b4243,False,pmidb_ecoil
CIDs00000311,511145.b4244,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4245,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4252,True,pmidb_ecoil
CIDs00000311,511145.b4254,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4255,False,pmidb_ecoil
CIDs00000311,511145.b4256,False,pmidb_ecoil
CIDs00000311,511145.b4258,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4259,False,pmidb_ecoil
CIDs00000311,511145.b4260,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4263,True,pmidb_ecoil
CIDs00000311,511145.b4267,0,piazza
CIDs00000311,511145.b4268,0,piazza
CIDs00000311,511145.b4269,False,pmidb_ecoil
CIDs00000311,511145.b4280,False,pmidb_ecoil
CIDs00000311,511145.b4288,0,piazza
CIDs00000311,511145.b4290,0,piazza
CIDs00000311,511145.b4291,0,piazza
CIDs00000311,511145.b4295,False,pmidb_ecoil
CIDs00000311,511145.b4302,False,pmidb_ecoil
CIDs00000311,511145.b4310,False,pmidb_ecoil
CIDs00000311,511145.b4322,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4323,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4328,False,pmidb_ecoil
CIDs00000311,511145.b4346,False,pmidb_ecoil
CIDs00000311,511145.b4348,False,pmidb_ecoil
CIDs00000311,511145.b4349,False,pmidb_ecoil
CIDs00000311,511145.b4350,False,pmidb_ecoil
CIDs00000311,511145.b4351,False,pmidb_ecoil
CIDs00000311,511145.b4352,False,pmidb_ecoil
CIDs00000311,511145.b4355,False,pmidb_ecoil
CIDs00000311,511145.b4359,False,pmidb_ecoil
CIDs00000311,511145.b4360,False,pmidb_ecoil
CIDs00000311,511145.b4361,False,pmidb_ecoil
CIDs00000311,511145.b4362,False,pmidb_ecoil
CIDs00000311,511145.b4366,False,pmidb_ecoil
CIDs00000311,511145.b4367,0,piazza
CIDs00000311,511145.b4371,False,pmidb_ecoil
CIDs00000311,511145.b4372,False,pmidb_ecoil
CIDs00000311,511145.b4373,False,pmidb_ecoil
CIDs00000311,511145.b4374,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4375,False,pmidb_ecoil
CIDs00000311,511145.b4376,False,pmidb_ecoil
CIDs00000311,511145.b4377,False,pmidb_ecoil
CIDs00000311,511145.b4378,False,pmidb_ecoil
CIDs00000311,511145.b4381,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4382,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4383,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4384,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4386,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4388,True,piazza;pmidb_ecoil
CIDs00000311,511145.b4389,False,pmidb_ecoil
CIDs00000311,511145.b4390,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4391,False,pmidb_ecoil
CIDs00000311,511145.b4392,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4393,False,pmidb_ecoil
CIDs00000311,511145.b4394,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4395,False,piazza;pmidb_ecoil
CIDs00000311,511145.b4396,False,pmidb_ecoil
CIDs00000311,511145.b4397,False,pmidb_ecoil
CIDs00000311,511145.b4398,False,pmidb_ecoil
CIDs00000311,511145.b4401,True,pmidb_ecoil
CIDs00000311,511145.b4403,False,pmidb_ecoil
CIDs00000311,511145.b4406,False,pmidb_ecoil
CIDs00000311,511145.b4461,False,pmidb_ecoil
CIDs00000311,511145.b4465,False,pmidb_ecoil
CIDs00000311,511145.b4466,False,pmidb_ecoil
CIDs00000311,511145.b4468,0,piazza
CIDs00000311,511145.b4472,False,pmidb_ecoil
CIDs00000311,511145.b4477,0,piazza
CIDs00000311,511145.b4478,0,piazza
CIDs00000311,511145.b4479,False,pmidb_ecoil
CIDs00000311,511145.b4480,False,pmidb_ecoil
CIDs00000311,511145.b4483,False,pmidb_ecoil
CIDs00000311,511145.b4484,False,pmidb_ecoil
CIDs00000311,511145.b4517,False,pmidb_ecoil
CIDs00000311,511145.b4523,False,pmidb_ecoil
CIDs00000311,511145.b4537,False,pmidb_ecoil
CIDs00000311,511145.b4546,False,pmidb_ecoil
CIDs00000311,511145.b4551,False,pmidb_ecoil
CIDs00000311,511145.b4554,False,pmidb_ecoil
CIDs00001005,511145.b0002,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0003,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0004,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0006,False,pmidb_ecoil
CIDs00001005,511145.b0008,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0009,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0014,False,pmidb_ecoil
CIDs00001005,511145.b0015,False,pmidb_ecoil
CIDs00001005,511145.b0019,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0023,True,pmidb_ecoil
CIDs00001005,511145.b0025,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0026,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0028,False,pmidb_ecoil
CIDs00001005,511145.b0029,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0030,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0031,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0032,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0033,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0034,False,pmidb_ecoil
CIDs00001005,511145.b0036,0,piazza
CIDs00001005,511145.b0037,0,piazza
CIDs00001005,511145.b0038,0,piazza
CIDs00001005,511145.b0040,0,piazza
CIDs00001005,511145.b0048,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0049,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0050,False,pmidb_ecoil
CIDs00001005,511145.b0051,False,pmidb_ecoil
CIDs00001005,511145.b0052,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0053,False,pmidb_ecoil
CIDs00001005,511145.b0054,False,pmidb_ecoil
CIDs00001005,511145.b0059,False,pmidb_ecoil
CIDs00001005,511145.b0060,False,pmidb_ecoil
CIDs00001005,511145.b0066,0,piazza
CIDs00001005,511145.b0067,0,piazza
CIDs00001005,511145.b0068,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0070,0,piazza
CIDs00001005,511145.b0071,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0072,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0073,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0074,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0077,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0078,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0080,False,pmidb_ecoil
CIDs00001005,511145.b0082,True,pmidb_ecoil
CIDs00001005,511145.b0085,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0086,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0088,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0090,0,piazza
CIDs00001005,511145.b0091,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0092,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0093,False,pmidb_ecoil
CIDs00001005,511145.b0094,False,pmidb_ecoil
CIDs00001005,511145.b0095,True,pmidb_ecoil
CIDs00001005,511145.b0096,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0098,False,pmidb_ecoil
CIDs00001005,511145.b0099,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0101,False,pmidb_ecoil
CIDs00001005,511145.b0102,False,pmidb_ecoil
CIDs00001005,511145.b0103,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0104,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0106,False,pmidb_ecoil
CIDs00001005,511145.b0109,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0110,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0113,False,pmidb_ecoil
CIDs00001005,511145.b0114,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0115,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0116,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0118,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0119,False,pmidb_ecoil
CIDs00001005,511145.b0120,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0121,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0122,False,pmidb_ecoil
CIDs00001005,511145.b0123,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0125,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0126,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0131,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0133,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0134,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0142,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0143,False,pmidb_ecoil
CIDs00001005,511145.b0144,False,pmidb_ecoil
CIDs00001005,511145.b0145,False,pmidb_ecoil
CIDs00001005,511145.b0150,0,piazza
CIDs00001005,511145.b0151,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0152,0,piazza
CIDs00001005,511145.b0153,0,piazza
CIDs00001005,511145.b0154,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0156,False,pmidb_ecoil
CIDs00001005,511145.b0158,0,piazza
CIDs00001005,511145.b0159,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0160,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0161,False,pmidb_ecoil
CIDs00001005,511145.b0162,False,pmidb_ecoil
CIDs00001005,511145.b0163,False,pmidb_ecoil
CIDs00001005,511145.b0166,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0167,False,pmidb_ecoil
CIDs00001005,511145.b0168,False,pmidb_ecoil
CIDs00001005,511145.b0169,True,pmidb_ecoil
CIDs00001005,511145.b0170,False,pmidb_ecoil
CIDs00001005,511145.b0171,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0172,False,pmidb_ecoil
CIDs00001005,511145.b0173,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0174,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0177,False,pmidb_ecoil
CIDs00001005,511145.b0178,False,pmidb_ecoil
CIDs00001005,511145.b0179,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0180,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0181,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0182,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0184,False,pmidb_ecoil
CIDs00001005,511145.b0185,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0186,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0187,False,pmidb_ecoil
CIDs00001005,511145.b0188,False,pmidb_ecoil
CIDs00001005,511145.b0189,False,pmidb_ecoil
CIDs00001005,511145.b0190,False,pmidb_ecoil
CIDs00001005,511145.b0194,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0195,False,pmidb_ecoil
CIDs00001005,511145.b0197,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0199,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0200,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0207,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0208,False,pmidb_ecoil
CIDs00001005,511145.b0209,False,pmidb_ecoil
CIDs00001005,511145.b0212,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0214,False,pmidb_ecoil
CIDs00001005,511145.b0219,False,pmidb_ecoil
CIDs00001005,511145.b0220,False,pmidb_ecoil
CIDs00001005,511145.b0221,0,piazza
CIDs00001005,511145.b0222,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0223,False,pmidb_ecoil
CIDs00001005,511145.b0224,False,pmidb_ecoil
CIDs00001005,511145.b0226,False,pmidb_ecoil
CIDs00001005,511145.b0234,False,pmidb_ecoil
CIDs00001005,511145.b0237,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0238,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0239,True,pmidb_ecoil
CIDs00001005,511145.b0242,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0243,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0254,False,pmidb_ecoil
CIDs00001005,511145.b0261,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0271,False,pmidb_ecoil
CIDs00001005,511145.b0272,False,pmidb_ecoil
CIDs00001005,511145.b0273,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0295,True,pmidb_ecoil
CIDs00001005,511145.b0304,False,pmidb_ecoil
CIDs00001005,511145.b0307,0,piazza
CIDs00001005,511145.b0308,0,piazza
CIDs00001005,511145.b0312,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0314,0,piazza
CIDs00001005,511145.b0323,0,piazza
CIDs00001005,511145.b0324,False,pmidb_ecoil
CIDs00001005,511145.b0325,False,pmidb_ecoil
CIDs00001005,511145.b0329,False,pmidb_ecoil
CIDs00001005,511145.b0331,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0333,0,piazza
CIDs00001005,511145.b0334,0,piazza
CIDs00001005,511145.b0337,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0344,0,piazza
CIDs00001005,511145.b0345,False,pmidb_ecoil
CIDs00001005,511145.b0351,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0352,0,piazza
CIDs00001005,511145.b0353,0,piazza
CIDs00001005,511145.b0354,False,pmidb_ecoil
CIDs00001005,511145.b0355,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0356,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0357,False,pmidb_ecoil
CIDs00001005,511145.b0368,0,piazza
CIDs00001005,511145.b0369,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0376,False,pmidb_ecoil
CIDs00001005,511145.b0381,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0382,False,pmidb_ecoil
CIDs00001005,511145.b0383,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0386,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0387,False,pmidb_ecoil
CIDs00001005,511145.b0388,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0389,False,pmidb_ecoil
CIDs00001005,511145.b0390,False,pmidb_ecoil
CIDs00001005,511145.b0391,False,pmidb_ecoil
CIDs00001005,511145.b0393,False,pmidb_ecoil
CIDs00001005,511145.b0394,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0397,False,pmidb_ecoil
CIDs00001005,511145.b0399,False,pmidb_ecoil
CIDs00001005,511145.b0403,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0404,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0405,False,pmidb_ecoil
CIDs00001005,511145.b0406,False,pmidb_ecoil
CIDs00001005,511145.b0410,False,pmidb_ecoil
CIDs00001005,511145.b0411,0,piazza
CIDs00001005,511145.b0413,True,pmidb_ecoil
CIDs00001005,511145.b0414,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0415,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0416,False,pmidb_ecoil
CIDs00001005,511145.b0417,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0419,False,pmidb_ecoil
CIDs00001005,511145.b0420,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0421,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0423,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0424,False,pmidb_ecoil
CIDs00001005,511145.b0425,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0426,False,pmidb_ecoil
CIDs00001005,511145.b0428,0,piazza
CIDs00001005,511145.b0431,0,piazza
CIDs00001005,511145.b0432,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0434,False,pmidb_ecoil
CIDs00001005,511145.b0435,False,pmidb_ecoil
CIDs00001005,511145.b0436,True,pmidb_ecoil
CIDs00001005,511145.b0437,True,pmidb_ecoil
CIDs00001005,511145.b0438,True,pmidb_ecoil
CIDs00001005,511145.b0439,False,pmidb_ecoil
CIDs00001005,511145.b0440,False,pmidb_ecoil
CIDs00001005,511145.b0441,False,pmidb_ecoil
CIDs00001005,511145.b0443,False,pmidb_ecoil
CIDs00001005,511145.b0444,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0450,False,pmidb_ecoil
CIDs00001005,511145.b0451,0,piazza
CIDs00001005,511145.b0452,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0453,False,pmidb_ecoil
CIDs00001005,511145.b0459,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0460,True,pmidb_ecoil
CIDs00001005,511145.b0462,0,piazza
CIDs00001005,511145.b0463,0,piazza
CIDs00001005,511145.b0469,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0470,False,pmidb_ecoil
CIDs00001005,511145.b0471,False,pmidb_ecoil
CIDs00001005,511145.b0472,False,pmidb_ecoil
CIDs00001005,511145.b0473,False,pmidb_ecoil
CIDs00001005,511145.b0474,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0477,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0478,False,pmidb_ecoil
CIDs00001005,511145.b0480,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0481,False,pmidb_ecoil
CIDs00001005,511145.b0483,False,pmidb_ecoil
CIDs00001005,511145.b0484,True,piazza;pmidb_ecoil
CIDs00001005,511145.b0485,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0490,False,pmidb_ecoil
CIDs00001005,511145.b0492,False,pmidb_ecoil
CIDs00001005,511145.b0494,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0506,False,pmidb_ecoil
CIDs00001005,511145.b0507,0,piazza
CIDs00001005,511145.b0509,0,piazza
CIDs00001005,511145.b0515,False,pmidb_ecoil
CIDs00001005,511145.b0516,0,piazza
CIDs00001005,511145.b0517,0,piazza
CIDs00001005,511145.b0522,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0523,False,piazza;pmidb_ecoil
CIDs00001005,511145.b0525,False,pmidb_ecoil
CIDs00001005,511145.b0526,False,piazza;pmidb_ecoil
