meta,protein,target
CIDs05280833,511145.b0109,0
CIDs05280833,511145.b1982,0
CIDs05280833,511145.b1378,0
CIDs05280833,511145.b0090,0
CIDs05280833,511145.b2797,0
CIDs05280833,511145.b0650,0
CIDs05280833,511145.b3117,0
CIDs05280833,511145.b4394,0
CIDs05280833,511145.b3500,0
CIDs05280833,511145.b0837,0
CIDs05280833,511145.b1488,0
CIDs05280833,511145.b2378,0
CIDs05280833,511145.b2482,0
CIDs05280833,511145.b0009,0
CIDs05280833,511145.b1927,0
CIDs05280833,511145.b1216,0
CIDs05280833,511145.b0813,0
CIDs05280833,511145.b0929,0
CIDs05280833,511145.b0185,0
CIDs05280833,511145.b0198,0
CIDs05280833,511145.b4192,0
CIDs05280833,511145.b0104,0
CIDs05280833,511145.b3621,0
CIDs05280833,511145.b2515,0
CIDs05280833,511145.b1090,0
CIDs05280833,511145.b0166,0
CIDs05280833,511145.b2935,0
CIDs05280833,511145.b0341,0
CIDs05280833,511145.b3426,0
CIDs05280833,511145.b3365,0
CIDs05280833,511145.b0996,0
CIDs05280833,511145.b0110,0
CIDs05280833,511145.b3788,0
CIDs05280833,511145.b1485,0
CIDs05280833,511145.b2155,0
CIDs05280833,511145.b3732,0
CIDs05280833,511145.b2883,0
CIDs05280833,511145.b1779,0
CIDs05280833,511145.b2476,0
CIDs05280833,511145.b2285,0
CIDs05280833,511145.b2169,0
CIDs05280833,511145.b3722,0
CIDs05280833,511145.b0764,0
CIDs05280833,511145.b2817,0
CIDs05280833,511145.b0120,0
CIDs05280833,511145.b3708,0
CIDs05280833,511145.b0612,0
CIDs05280833,511145.b1662,0
CIDs05280833,511145.b3368,0
CIDs05280833,511145.b3528,0
CIDs05280833,511145.b1249,0
CIDs05280833,511145.b3785,0
CIDs05280833,511145.b4079,0
CIDs05280833,511145.b1185,0
CIDs05280833,511145.b0463,0
CIDs05280833,511145.b4474,0
CIDs05280833,511145.b2150,0
CIDs05280833,511145.b3430,0
CIDs05280833,511145.b1288,0
CIDs05280833,511145.b3432,0
CIDs05280833,511145.b3952,0
CIDs05280833,511145.b2708,0
CIDs05280833,511145.b1193,0
CIDs05280833,511145.b0200,0
CIDs05280833,511145.b2498,0
CIDs05280833,511145.b2310,0
CIDs05280833,511145.b2204,0
CIDs05280833,511145.b0474,0
CIDs05280833,511145.b0086,0
CIDs05280833,511145.b0237,0
CIDs05280833,511145.b3844,0
CIDs05280833,511145.b3967,0
CIDs05280833,511145.b2582,0
CIDs05280833,511145.b0088,0
CIDs05280833,511145.b3008,0
CIDs05280833,511145.b0032,0
CIDs05280833,511145.b4177,0
CIDs05280833,511145.b3197,0
CIDs05280833,511145.b1773,0
CIDs05280833,511145.b4407,0
CIDs05280833,511145.b2257,0
CIDs05280833,511145.b0026,0
CIDs05280833,511145.b4268,0
CIDs05280833,511145.b3974,0
CIDs05280833,511145.b0066,0
CIDs05280833,511145.b1397,0
CIDs05280833,511145.b1592,0
CIDs05280833,511145.b2040,0
CIDs05280833,511145.b3610,0
CIDs05280833,511145.b1199,0
CIDs05280833,511145.b1210,0
CIDs05280833,511145.b2440,0
CIDs05280833,511145.b2458,0
CIDs05280833,511145.b2987,0
CIDs05280833,511145.b1587,0
CIDs05280833,511145.b0822,0
CIDs05280833,511145.b3546,0
CIDs05280833,511145.b0639,0
CIDs05280833,511145.b0068,0
CIDs05280833,511145.b2529,0
CIDs05280833,511145.b1302,0
CIDs05280833,511145.b0963,0
CIDs05280833,511145.b2988,0
CIDs05280833,511145.b4386,0
CIDs05280833,511145.b1092,0
CIDs05280833,511145.b3502,0
CIDs05280833,511145.b2283,0
CIDs05280833,511145.b2957,0
CIDs05280833,511145.b2243,0
CIDs05280833,511145.b4208,0
CIDs05280833,511145.b1818,0
CIDs05280833,511145.b0642,0
CIDs05280833,511145.b3958,0
CIDs05280833,511145.b2994,0
CIDs05280833,511145.b2026,0
CIDs05280833,511145.b2779,0
CIDs05280833,511145.b1801,0
CIDs05280833,511145.b0968,0
CIDs05280833,511145.b0727,0
CIDs05280833,511145.b0516,0
CIDs05280833,511145.b2279,0
CIDs05280833,511145.b3201,0
CIDs05280833,511145.b2256,0
CIDs05280833,511145.b3115,0
CIDs05280833,511145.b0085,0
CIDs05280833,511145.b1588,0
CIDs05280833,511145.b2425,0
CIDs05280833,511145.b1189,0
CIDs05280833,511145.b2423,0
CIDs05280833,511145.b1479,0
CIDs05280833,511145.b3629,0
CIDs05280833,511145.b2810,0
CIDs05280833,511145.b2487,0
CIDs05280833,511145.b2316,0
CIDs05280833,511145.b2276,0
CIDs05280833,511145.b0576,0
CIDs05280833,511145.b2530,0
CIDs05280833,511145.b0114,0
CIDs05280833,511145.b0446,0
CIDs05280833,511145.b4467,0
CIDs05280833,511145.b1262,0
CIDs05280833,511145.b3469,0
CIDs05280833,511145.b3640,0
CIDs05280833,511145.b0337,0
CIDs05280833,511145.b0071,0
CIDs05280833,511145.b1768,0
CIDs05280833,511145.b1702,0
CIDs05280833,511145.b1677,0
CIDs05280833,511145.b2500,0
CIDs05280833,511145.b2615,0
CIDs05280833,511145.b1693,0
CIDs05280833,511145.b4384,0
CIDs05280833,511145.b2478,0
CIDs05280833,511145.b2764,0
CIDs05280833,511145.b4244,0
CIDs05280833,511145.b2467,0
CIDs05280833,511145.b3517,0
CIDs05280833,511145.b1276,0
CIDs05280833,511145.b0662,0
CIDs05280833,511145.b4288,0
CIDs05280833,511145.b2277,0
CIDs05280833,511145.b1866,0
CIDs05280833,511145.b4087,0
CIDs05280833,511145.b0403,0
CIDs05280833,511145.b0505,0
CIDs05280833,511145.b1125,0
CIDs05280833,511145.b0186,0
CIDs05280833,511145.b3807,0
CIDs05280833,511145.b3200,0
CIDs05280833,511145.b2239,0
CIDs05280833,511145.b0347,0
CIDs05280833,511145.b0430,0
CIDs05280833,511145.b3956,0
CIDs05280833,511145.b3792,0
CIDs05280833,511145.b2147,0
CIDs05280833,511145.b0974,0
CIDs05280833,511145.b0394,0
CIDs05280833,511145.b2710,0
CIDs05280833,511145.b3867,0
CIDs05280833,511145.b0857,0
CIDs05280833,511145.b1264,0
CIDs05280833,511145.b1747,0
CIDs05280833,511145.b0774,0
CIDs05280833,511145.b0311,0
CIDs05280833,511145.b3972,0
CIDs05280833,511145.b0153,0
CIDs05280833,511145.b3551,0
CIDs05280833,511145.b3258,0
CIDs05280833,511145.b2486,0
CIDs05280833,511145.b1394,0
CIDs05280833,511145.b0180,0
CIDs05280833,511145.b2867,0
CIDs05280833,511145.b1012,0
CIDs05280833,511145.b2538,0
CIDs05280833,511145.b3786,0
CIDs05280833,511145.b1476,0
CIDs05280833,511145.b0523,0
CIDs05280833,511145.b2995,0
CIDs05280833,511145.b1011,0
CIDs05280833,511145.b1612,0
CIDs05280833,511145.b2465,0
CIDs05280833,511145.b2912,0
CIDs05280833,511145.b4471,0
CIDs05280833,511145.b1106,0
CIDs05280833,511145.b2262,0
CIDs05280833,511145.b2032,0
CIDs05280833,511145.b0477,0
CIDs05280833,511145.b3477,0
CIDs05280833,511145.b2435,0
CIDs05280833,511145.b1101,0
CIDs05280833,511145.b1524,0
CIDs05280833,511145.b0421,0
CIDs05280833,511145.b2874,0
CIDs05280833,511145.b0945,0
CIDs05280833,511145.b3639,0
CIDs05280833,511145.b3752,0
CIDs05280833,511145.b3772,1
CIDs05280833,511145.b0063,0
CIDs05280833,511145.b0517,0
CIDs05280833,511145.b0197,0
CIDs05280833,511145.b0336,0
CIDs05280833,511145.b2788,0
CIDs05280833,511145.b0199,0
CIDs05280833,511145.b1301,0
CIDs05280833,511145.b3566,0
CIDs05280833,511145.b1876,0
CIDs05280833,511145.b4356,0
CIDs05280833,511145.b0937,0
CIDs05280833,511145.b2905,0
CIDs05280833,511145.b3693,0
CIDs05280833,511145.b0722,0
CIDs05280833,511145.b3417,0
CIDs05280833,511145.b2913,0
CIDs05280833,511145.b0344,0
CIDs05280833,511145.b4090,0
CIDs05280833,511145.b2241,0
CIDs05280833,511145.b2799,0
CIDs05280833,511145.b0726,0
CIDs05280833,511145.b3223,0
CIDs05280833,511145.b4238,0
CIDs05280833,511145.b2907,1
CIDs05280833,511145.b2323,0
CIDs05280833,511145.b3845,0
CIDs05280833,511145.b3787,0
CIDs05280833,511145.b2010,0
CIDs05280833,511145.b1584,0
CIDs05280833,511145.b1896,0
CIDs05280833,511145.b1250,0
CIDs05280833,511145.b4254,0
CIDs05280833,511145.b3829,0
CIDs05280833,511145.b0103,0
CIDs05280833,511145.b1236,0
CIDs05280833,511145.b2280,0
CIDs05280833,511145.b2871,0
CIDs05280833,511145.b2675,0
CIDs05280833,511145.b1851,0
CIDs05280833,511145.b2093,0
CIDs05280833,511145.b0306,0
CIDs05280833,511145.b3366,0
CIDs05280833,511145.b3731,0
CIDs05280833,511145.b0709,0
CIDs05280833,511145.b3620,0
CIDs05280833,511145.b0077,0
CIDs05280833,511145.b4136,0
CIDs05280833,511145.b3926,0
CIDs05280833,511145.b2996,0
CIDs05280833,511145.b1849,0
CIDs05280833,511145.b4481,0
CIDs05280833,511145.b2688,0
CIDs05280833,511145.b3916,0
CIDs05280833,511145.b3453,0
CIDs05280833,511145.b3642,0
CIDs05280833,511145.b2490,0
CIDs05280833,511145.b3990,0
CIDs05280833,511145.b0677,0
CIDs05280833,511145.b2278,0
CIDs05280833,511145.b2818,0
CIDs05280833,511145.b3747,0
CIDs05280833,511145.b2927,0
CIDs05280833,511145.b3733,0
CIDs05280833,511145.b0614,0
CIDs05280833,511145.b0805,0
CIDs05280833,511145.b1062,0
CIDs05280833,511145.b0765,0
CIDs05280833,511145.b0825,0
CIDs05280833,511145.b1640,0
CIDs05280833,511145.b2203,0
CIDs05280833,511145.b1622,0
CIDs05280833,511145.b0221,0
CIDs05280833,511145.b3902,0
CIDs05280833,511145.b4034,0
CIDs05280833,511145.b0007,0
CIDs05280833,511145.b3734,0
CIDs05280833,511145.b1764,0
CIDs05280833,511145.b0902,0
CIDs05280833,511145.b1252,0
CIDs05280833,511145.b0632,0
CIDs05280833,511145.b0242,0
CIDs05280833,511145.b2051,0
CIDs05280833,511145.b3450,0
CIDs05280833,511145.b1069,0
CIDs05280833,511145.b4226,0
CIDs05280833,511145.b2762,0
CIDs05280833,511145.b2170,0
CIDs05280833,511145.b4151,0
CIDs05280833,511145.b4219,0
CIDs05280833,511145.b0462,0
CIDs05280833,511145.b0596,0
CIDs05280833,511145.b0260,0
CIDs05280833,511145.b4544,0
CIDs05280833,511145.b2235,0
CIDs05280833,511145.b1395,0
CIDs05280833,511145.b2328,0
CIDs05280833,511145.b0152,0
CIDs05280833,511145.b0590,0
CIDs05280833,511145.b2701,0
CIDs05280833,511145.b3599,0
CIDs05280833,511145.b0613,0
CIDs05280833,511145.b4129,0
CIDs05280833,511145.b3994,0
CIDs05280833,511145.b2174,0
CIDs05280833,511145.b2541,0
CIDs05280833,511145.b3940,0
CIDs05280833,511145.b4122,0
CIDs05280833,511145.b2028,0
CIDs05280833,511145.b4392,0
CIDs05280833,511145.b3617,0
CIDs05280833,511145.b3266,0
CIDs05280833,511145.b1679,0
CIDs05280833,511145.b0856,0
CIDs05280833,511145.b2240,0
CIDs05280833,511145.b3791,0
CIDs05280833,511145.b2800,0
CIDs05280833,511145.b3577,0
CIDs05280833,511145.b1136,0
CIDs05280833,511145.b2374,0
CIDs05280833,511145.b3805,0
CIDs05280833,511145.b3176,0
CIDs05280833,511145.b2315,0
CIDs05280833,511145.b2723,0
CIDs05280833,511145.b1613,0
CIDs05280833,511145.b2222,0
CIDs05280833,511145.b1676,0
CIDs05280833,511145.b3057,0
CIDs05280833,511145.b0444,0
CIDs05280833,511145.b3634,0
CIDs05280833,511145.b0150,0
CIDs05280833,511145.b1223,0
CIDs05280833,511145.b2025,0
CIDs05280833,511145.b2502,0
CIDs05280833,511145.b1484,0
CIDs05280833,511145.b0895,0
CIDs05280833,511145.b3360,0
CIDs05280833,511145.b0935,0
CIDs05280833,511145.b3093,0
CIDs05280833,511145.b3457,0
CIDs05280833,511145.b4209,0
CIDs05280833,511145.b0724,0
CIDs05280833,511145.b3035,0
CIDs05280833,511145.b2033,0
CIDs05280833,511145.b3843,1
CIDs05280833,511145.b0979,0
CIDs05280833,511145.b4024,0
CIDs05280833,511145.b4069,0
CIDs05280833,511145.b1281,0
CIDs05280833,511145.b3607,0
CIDs05280833,511145.b4260,0
CIDs05280833,511145.b3255,0
CIDs05280833,511145.b1525,0
CIDs05280833,511145.b1474,0
CIDs05280833,511145.b3771,0
CIDs05280833,511145.b0333,0
CIDs05280833,511145.b4195,0
CIDs05280833,511145.b2868,0
CIDs05280833,511145.b4067,0
CIDs05280833,511145.b2679,0
CIDs05280833,511145.b0651,0
CIDs05280833,511145.b2096,0
CIDs05280833,511145.b1200,0
CIDs05280833,511145.b3857,0
CIDs05280833,511145.b0142,0
CIDs05280833,511145.b3001,0
CIDs05280833,511145.b0980,0
CIDs05280833,511145.b4230,0
CIDs05280833,511145.b2066,0
CIDs05280833,511145.b0529,0
CIDs05280833,511145.b3849,0
CIDs05280833,511145.b2488,0
CIDs05280833,511145.b0688,0
CIDs05280833,511145.b2558,0
CIDs05280833,511145.b3957,0
CIDs05280833,511145.b1599,0
CIDs05280833,511145.b4261,0
CIDs05280833,511145.b1277,0
CIDs05280833,511145.b0733,0
CIDs05280833,511145.b0509,0
CIDs05280833,511145.b2930,0
CIDs05280833,511145.b2036,0
CIDs05280833,511145.b3416,0
CIDs05280833,511145.b3831,0
CIDs05280833,511145.b1227,0
CIDs05280833,511145.b2134,0
CIDs05280833,511145.b4005,0
CIDs05280833,511145.b0914,0
CIDs05280833,511145.b1297,0
CIDs05280833,511145.b0383,0
CIDs05280833,511145.b3679,0
CIDs05280833,511145.b3428,0
CIDs05280833,511145.b1123,0
CIDs05280833,511145.b0480,0
CIDs05280833,511145.b0411,0
CIDs05280833,511145.b3578,0
CIDs05280833,511145.b1993,0
CIDs05280833,511145.b0126,0
CIDs05280833,511145.b0931,0
CIDs05280833,511145.b0720,0
CIDs05280833,511145.b3927,0
CIDs05280833,511145.b4382,0
CIDs05280833,511145.b2251,0
CIDs05280833,511145.b1651,0
CIDs05280833,511145.b0887,0
CIDs05280833,511145.b2215,0
CIDs05280833,511145.b0616,0
CIDs05280833,511145.b1192,0
CIDs05280833,511145.b2148,0
CIDs05280833,511145.b3729,0
CIDs05280833,511145.b2154,0
CIDs05280833,511145.b0831,0
CIDs05280833,511145.b0158,0
CIDs05280833,511145.b0652,0
CIDs05280833,511145.b1385,0
CIDs05280833,511145.b1539,0
CIDs05280833,511145.b1854,0
CIDs05280833,511145.b1102,0
CIDs05280833,511145.b4014,0
CIDs05280833,511145.b1389,0
CIDs05280833,511145.b2053,0
CIDs05280833,511145.b0734,0
CIDs05280833,511145.b1781,0
CIDs05280833,511145.b2103,0
CIDs05280833,511145.b1134,0
CIDs05280833,511145.b4242,0
CIDs05280833,511145.b1224,0
CIDs05280833,511145.b2720,0
CIDs05280833,511145.b2781,0
CIDs05280833,511145.b1492,0
CIDs05280833,511145.b0781,0
CIDs05280833,511145.b0918,0
CIDs05280833,511145.b0731,0
CIDs05280833,511145.b4085,0
CIDs05280833,511145.b0451,0
CIDs05280833,511145.b2045,0
CIDs05280833,511145.b3625,0
CIDs05280833,511145.b0432,0
CIDs05280833,511145.b0074,0
CIDs05280833,511145.b2128,0
CIDs05280833,511145.b0475,0
CIDs05280833,511145.b0352,0
CIDs05280833,511145.b0728,0
CIDs05280833,511145.b2965,0
CIDs05280833,511145.b3091,0
CIDs05280833,511145.b4193,0
CIDs05280833,511145.b0863,0
CIDs05280833,511145.b0334,0
CIDs05280833,511145.b3908,0
CIDs05280833,511145.b2024,0
CIDs05280833,511145.b1107,0
CIDs05280833,511145.b3727,0
CIDs05280833,511145.b3580,0
CIDs05280833,511145.b0573,0
CIDs05280833,511145.b4119,0
CIDs05280833,511145.b1190,0
CIDs05280833,511145.b3132,0
CIDs05280833,511145.b3128,0
CIDs05280833,511145.b2866,0
CIDs05280833,511145.b3804,0
CIDs05280833,511145.b1186,0
CIDs05280833,511145.b2763,0
CIDs05280833,511145.b2480,0
CIDs05280833,511145.b3385,0
CIDs05280833,511145.b0052,0
CIDs05280833,511145.b2253,0
CIDs05280833,511145.b0212,0
CIDs05280833,511145.b0591,0
CIDs05280833,511145.b3496,0
CIDs05280833,511145.b2206,0
CIDs05280833,511145.b4214,0
CIDs05280833,511145.b1857,0
CIDs05280833,511145.b3665,0
CIDs05280833,511145.b0037,0
CIDs05280833,511145.b3452,0
CIDs05280833,511145.b0238,0
CIDs05280833,511145.b1493,0
CIDs05280833,511145.b1387,0
CIDs05280833,511145.b2711,0
CIDs05280833,511145.b0841,0
CIDs05280833,511145.b2221,0
CIDs05280833,511145.b0810,0
CIDs05280833,511145.b0855,0
CIDs05280833,511145.b3670,0
CIDs05280833,511145.b3739,0
CIDs05280833,511145.b2291,0
CIDs05280833,511145.b2470,0
CIDs05280833,511145.b4198,0
CIDs05280833,511145.b2464,0
CIDs05280833,511145.b2813,0
CIDs05280833,511145.b1232,0
CIDs05280833,511145.b0133,0
CIDs05280833,511145.b4232,0
CIDs05280833,511145.b4196,0
CIDs05280833,511145.b2925,0
CIDs05280833,511145.b0353,0
CIDs05280833,511145.b3882,0
CIDs05280833,511145.b2035,0
CIDs05280833,511145.b2260,0
CIDs05280833,511145.b0092,0
CIDs05280833,511145.b4042,0
CIDs05280833,511145.b0585,0
CIDs05280833,511145.b2429,0
CIDs05280833,511145.b4088,0
CIDs05280833,511145.b1981,0
CIDs05280833,511145.b0343,0
CIDs05280833,511145.b0116,0
CIDs05280833,511145.b3389,0
CIDs05280833,511145.b2261,0
CIDs05280833,511145.b0004,0
CIDs05280833,511145.b0638,0
CIDs05280833,511145.b0078,0
CIDs05280833,511145.b0696,0
CIDs05280833,511145.b3116,0
CIDs05280833,511145.b4322,0
CIDs05280833,511145.b1654,0
CIDs05280833,511145.b0033,0
CIDs05280833,511145.b1463,0
CIDs05280833,511145.b0775,0
CIDs05280833,511145.b0514,0
CIDs05280833,511145.b2789,0
CIDs05280833,511145.b2290,0
CIDs05280833,511145.b0756,0
CIDs05280833,511145.b2258,0
CIDs05280833,511145.b0870,0
CIDs05280833,511145.b1800,0
CIDs05280833,511145.b0842,0
CIDs05280833,511145.b0356,0
CIDs05280833,511145.b3455,0
CIDs05280833,511145.b1852,0
CIDs05280833,511145.b0159,0
CIDs05280833,511145.b4132,0
CIDs05280833,511145.b2097,0
CIDs05280833,511145.b2678,0
CIDs05280833,511145.b2197,0
CIDs05280833,511145.b0222,0
CIDs05280833,511145.b2914,0
CIDs05280833,511145.b0112,0
CIDs05280833,511145.b1467,0
CIDs05280833,511145.b2037,0
CIDs05280833,511145.b4115,0
CIDs05280833,511145.b3367,0
CIDs05280833,511145.b2021,0
CIDs05280833,511145.b3735,0
CIDs05280833,511145.b2895,0
CIDs05280833,511145.b2366,0
CIDs05280833,511145.b2676,0
CIDs05280833,511145.b3591,0
CIDs05280833,511145.b4111,0
CIDs05280833,511145.b2519,0
CIDs05280833,511145.b3114,0
CIDs05280833,511145.b1064,0
CIDs05280833,511145.b1444,0
CIDs05280833,511145.b2765,0
CIDs05280833,511145.b3919,0
CIDs05280833,511145.b3212,0
CIDs05280833,511145.b0894,0
CIDs05280833,511145.b0121,0
CIDs05280833,511145.b2379,0
CIDs05280833,511145.b3648,0
CIDs05280833,511145.b3478,0
CIDs05280833,511145.b0175,0
CIDs05280833,511145.b2038,0
CIDs05280833,511145.b0684,0
CIDs05280833,511145.b1260,0
CIDs05280833,511145.b2578,0
CIDs05280833,511145.b3559,0
CIDs05280833,511145.b0420,0
CIDs05280833,511145.b3939,0
CIDs05280833,511145.b1263,0
CIDs05280833,511145.b1528,0
CIDs05280833,511145.b3433,0
CIDs05280833,511145.b3583,0
CIDs05280833,511145.b0149,0
CIDs05280833,511145.b4139,0
CIDs05280833,511145.b1380,0
CIDs05280833,511145.b2027,0
CIDs05280833,511145.b3187,0
CIDs05280833,511145.b4245,0
CIDs05280833,511145.b3779,0
CIDs05280833,511145.b2540,0
CIDs05280833,511145.b2528,0
CIDs05280833,511145.b0757,0
CIDs05280833,511145.b2663,0
CIDs05280833,511145.b3892,0
CIDs05280833,511145.b2400,0
CIDs05280833,511145.b2687,0
CIDs05280833,511145.b3750,0
CIDs05280833,511145.b2232,1
CIDs05280833,511145.b3519,0
CIDs05280833,511145.b0386,0
CIDs05280833,511145.b3526,0
CIDs05280833,511145.b2587,0
CIDs05280833,511145.b0588,0
CIDs05280833,511145.b3006,0
CIDs05280833,511145.b3384,0
CIDs05280833,511145.b1466,0
CIDs05280833,511145.b0903,0
CIDs05280833,511145.b2202,0
CIDs05280833,511145.b2284,0
CIDs05280833,511145.b0485,0
CIDs05280833,511145.b0586,0
CIDs05280833,511145.b3571,0
CIDs05280833,511145.b1033,0
CIDs05280833,511145.b2752,0
CIDs05280833,511145.b2536,0
CIDs05280833,511145.b0655,0
CIDs05280833,511145.b2747,0
CIDs05280833,511145.b2715,0
CIDs05280833,511145.b3544,0
CIDs05280833,511145.b0932,0
CIDs05280833,511145.b2114,0
CIDs05280833,511145.b0758,0
CIDs05280833,511145.b1859,0
CIDs05280833,511145.b1392,0
CIDs05280833,511145.b2065,0
CIDs05280833,511145.b0002,0
CIDs05280833,511145.b4117,0
CIDs05280833,511145.b1855,0
CIDs05280833,511145.b3041,0
CIDs05280833,511145.b3654,0
CIDs05280833,511145.b3774,0
CIDs05280833,511145.b0957,0
CIDs05280833,511145.b3633,0
CIDs05280833,511145.b0087,0
CIDs05280833,511145.b0653,0
CIDs05280833,511145.b3960,0
CIDs05280833,511145.b1489,0
CIDs05280833,511145.b0832,0
CIDs05280833,511145.b2601,0
CIDs05280833,511145.b2890,0
CIDs05280833,511145.b2282,0
CIDs05280833,511145.b3350,0
CIDs05280833,511145.b3714,0
CIDs05280833,511145.b1682,0
CIDs05280833,511145.b1007,0
CIDs05280833,511145.b1006,0
CIDs05280833,511145.b3893,0
CIDs05280833,511145.b3915,0
CIDs05280833,511145.b0008,0
CIDs05280833,511145.b0854,0
CIDs05280833,511145.b2421,0
CIDs05280833,511145.b1683,0
CIDs05280833,511145.b0871,0
CIDs05280833,511145.b3726,0
CIDs05280833,511145.b0423,0
CIDs05280833,511145.b3543,0
CIDs05280833,511145.b1590,0
CIDs05280833,511145.b1656,0
CIDs05280833,511145.b1008,0
CIDs05280833,511145.b0904,0
CIDs05280833,511145.b3751,0
CIDs05280833,511145.b2750,0
CIDs05280833,511145.b1246,0
CIDs05280833,511145.b4152,0
CIDs05280833,511145.b0369,0
CIDs05280833,511145.b3018,0
CIDs05280833,511145.b2794,0
CIDs05280833,511145.b3793,0
CIDs05280833,511145.b0759,0
CIDs05280833,511145.b1206,0
CIDs05280833,511145.b1713,0
CIDs05280833,511145.b0789,0
CIDs05280833,511145.b2518,0
CIDs05280833,511145.b0429,0
CIDs05280833,511145.b3542,0
CIDs05280833,511145.b0125,0
CIDs05280833,511145.b2393,0
CIDs05280833,511145.b2901,0
CIDs05280833,511145.b2599,0
CIDs05280833,511145.b2557,0
CIDs05280833,511145.b4123,0
CIDs05280833,511145.b1241,0
CIDs05280833,511145.b2682,0
CIDs05280833,511145.b1468,0
CIDs05280833,511145.b0123,0
CIDs05280833,511145.b1709,0
CIDs05280833,511145.b3092,0
CIDs05280833,511145.b3224,0
CIDs05280833,511145.b0766,0
CIDs05280833,511145.b1109,0
CIDs05280833,511145.b3875,0
CIDs05280833,511145.b3930,0
CIDs05280833,511145.b0118,0
CIDs05280833,511145.b3728,0
CIDs05280833,511145.b0615,0
CIDs05280833,511145.b1778,0
CIDs05280833,511145.b3199,0
CIDs05280833,511145.b2551,0
CIDs05280833,511145.b3996,0
CIDs05280833,511145.b3579,0
CIDs05280833,511145.b2052,0
CIDs05280833,511145.b2205,0
CIDs05280833,511145.b0583,0
CIDs05280833,511145.b1093,0
CIDs05280833,511145.b3575,0
CIDs05280833,511145.b3823,0
CIDs05280833,511145.b3903,0
CIDs05280833,511145.b1308,0
CIDs05280833,511145.b0604,0
CIDs05280833,511145.b0261,0
CIDs05280833,511145.b1131,0
CIDs05280833,511145.b1745,0
CIDs05280833,511145.b3821,0
CIDs05280833,511145.b2787,0
CIDs05280833,511145.b1767,0
CIDs05280833,511145.b3288,0
CIDs05280833,511145.b3397,0
CIDs05280833,511145.b3806,0
CIDs05280833,511145.b1734,0
CIDs05280833,511145.b3924,0
CIDs05280833,511145.b0339,0
CIDs05280833,511145.b2574,0
CIDs05280833,511145.b4138,0
CIDs05280833,511145.b0067,0
CIDs05280833,511145.b3553,0
CIDs05280833,511145.b1819,0
CIDs05280833,511145.b1465,0
CIDs05280833,511145.b2146,0
CIDs05280833,511145.b0875,0
CIDs05280833,511145.b2168,0
CIDs05280833,511145.b2104,0
CIDs05280833,511145.b1124,0
CIDs05280833,511145.b1238,0
CIDs05280833,511145.b3409,0
CIDs05280833,511145.b3846,0
CIDs05280833,511145.b0173,0
CIDs05280833,511145.b2976,0
CIDs05280833,511145.b3222,0
CIDs05280833,511145.b4390,0
CIDs05280833,511145.b4388,0
CIDs05280833,511145.b3628,0
CIDs05280833,511145.b4258,0
CIDs05280833,511145.b3137,0
CIDs05280833,511145.b0936,0
CIDs05280833,511145.b1091,0
CIDs05280833,511145.b0181,0
CIDs05280833,511145.b1391,0
CIDs05280833,511145.b2264,0
CIDs05280833,511145.b2130,0
CIDs05280833,511145.b2041,0
CIDs05280833,511145.b0349,0
CIDs05280833,511145.b1014,0
CIDs05280833,511145.b0355,0
CIDs05280833,511145.b0388,0
CIDs05280833,511145.b0888,0
CIDs05280833,511145.b0574,0
CIDs05280833,511145.b0635,0
CIDs05280833,511145.b2827,0
CIDs05280833,511145.b4070,0
CIDs05280833,511145.b2877,0
CIDs05280833,511145.b0933,0
CIDs05280833,511145.b3380,0
CIDs05280833,511145.b2200,0
CIDs05280833,511145.b2507,0
CIDs05280833,511145.b3603,0
CIDs05280833,511145.b0151,0
CIDs05280833,511145.b0778,0
CIDs05280833,511145.b2702,0
CIDs05280833,511145.b2838,0
CIDs05280833,511145.b3904,0
CIDs05280833,511145.b3005,0
CIDs05280833,511145.b1759,0
CIDs05280833,511145.b4025,0
CIDs05280833,511145.b1858,0
CIDs05280833,511145.b2523,0
CIDs05280833,511145.b3172,0
CIDs05280833,511145.b0862,0
CIDs05280833,511145.b0621,0
CIDs05280833,511145.b1684,0
CIDs05280833,511145.b2719,0
CIDs05280833,511145.b3770,0
CIDs05280833,511145.b1519,0
CIDs05280833,511145.b3236,0
CIDs05280833,511145.b2705,0
CIDs05280833,511145.b2841,0
CIDs05280833,511145.b1393,0
CIDs05280833,511145.b1907,0
CIDs05280833,511145.b3992,0
CIDs05280833,511145.b2697,0
CIDs05280833,511145.b1442,0
CIDs05280833,511145.b2508,0
CIDs05280833,511145.b2683,0
CIDs05280833,511145.b0160,0
CIDs05280833,511145.b3198,0
CIDs05280833,511145.b1740,0
CIDs05280833,511145.b3612,0
CIDs05280833,511145.b0934,0
CIDs05280833,511145.b2263,0
CIDs05280833,511145.b2796,0
CIDs05280833,511145.b2023,0
CIDs05280833,511145.b2533,0
CIDs05280833,511145.b4231,0
CIDs05280833,511145.b2407,0
CIDs05280833,511145.b2703,0
CIDs05280833,511145.b2091,0
CIDs05280833,511145.b3447,0
CIDs05280833,511145.b1634,0
CIDs05280833,511145.b4485,0
CIDs05280833,511145.b3738,0
CIDs05280833,511145.b4053,0
CIDs05280833,511145.b0452,0
CIDs05280833,511145.b3581,0
CIDs05280833,511145.b2975,0
CIDs05280833,511145.b3073,0
CIDs05280833,511145.b0997,0
CIDs05280833,511145.b1603,0
